epoch,train_loss,public_loss,pub_rmse_val,pub_rmse_aro,pub_rmse_dom,pub_rmse_mean,lr
25,0.14651508527388862,0.7928065705781031,0.62895167,0.3844848,0.26827857,0.4272383451461792,1.6000000000000003e-05
26,0.1394224247575983,0.7561032413834273,0.59397966,0.37924084,0.26575285,0.41299113631248474,1.6000000000000003e-05
27,0.13223602327981857,0.7703588535689344,0.60592616,0.3807854,0.2685685,0.41842666268348694,1.6000000000000003e-05
28,0.12238468880251534,0.7578068378597799,0.59130263,0.382621,0.26548275,0.41313543915748596,1.6000000000000003e-05
29,0.11345609630574965,0.7284613652060731,0.57808506,0.37635177,0.2565125,0.40364977717399597,1.6000000000000003e-05
30,0.11053801937441227,0.7650393127190946,0.6145464,0.37402382,0.2656435,0.4180712401866913,1.6000000000000003e-05
31,0.10462979591952057,0.7060979061355495,0.56463903,0.3715537,0.24985456,0.3953491151332855,1.6000000000000003e-05
32,0.09935158754899909,0.7465792629453871,0.57249385,0.3853062,0.2644748,0.4074249267578125,1.6000000000000003e-05
33,0.09483655435998618,0.7166805163477407,0.56936157,0.36843607,0.25920096,0.39899954199790955,1.6000000000000003e-05
34,0.08849034655434625,0.7325389443924932,0.58250785,0.3766261,0.25750807,0.4055473506450653,1.6000000000000003e-05
35,0.0848480189489713,0.7246686804174173,0.5632717,0.3785334,0.2588614,0.40022218227386475,1.6000000000000003e-05
36,0.08109126207963872,0.7034879805463733,0.56830347,0.36271822,0.25483283,0.39528486132621765,1.6000000000000003e-05
37,0.07500396678894128,0.6999710917171805,0.5703538,0.35747963,0.25370327,0.3938455581665039,1.6000000000000003e-05
38,0.07453458810064874,0.7339589639444544,0.5688048,0.38158736,0.26093674,0.40377628803253174,1.6000000000000003e-05
39,0.06977145703002412,0.6826782486956529,0.5490559,0.36709073,0.24465767,0.386934757232666,1.6000000000000003e-05
40,0.0680998095294148,0.714816349172833,0.5658706,0.37021294,0.25813037,0.3980712890625,1.6000000000000003e-05
41,0.06268468166587216,0.7074988752302497,0.5711513,0.3629584,0.25592676,0.3966788053512573,1.6000000000000003e-05
42,0.06156257593055874,0.7015599566276627,0.55827034,0.3653562,0.25554565,0.39305737614631653,1.6000000000000003e-05
43,0.06711042446461316,0.7063609302947016,0.56624466,0.36676756,0.25380027,0.3956041634082794,1.6000000000000003e-05
44,0.06266676570185065,0.7099352554239408,0.5584124,0.3720447,0.25635013,0.39560243487358093,8.000000000000001e-06
45,0.04306321312398853,0.6907797028320004,0.5513145,0.3653348,0.25134802,0.38933244347572327,8.000000000000001e-06
46,0.03739359808956997,0.6667296315985497,0.5394696,0.35890186,0.24382533,0.3807322680950165,8.000000000000001e-06
47,0.03408863963046977,0.6607247025075585,0.53787506,0.356647,0.24235405,0.37895870208740234,8.000000000000001e-06
48,0.03352428386999328,0.6495405173662937,0.5356068,0.3499284,0.24030809,0.37528109550476074,8.000000000000001e-06
49,0.03298872256223296,0.6603072308229677,0.535189,0.35587752,0.2443634,0.378476619720459,8.000000000000001e-06
50,0.031038258479558697,0.6698931282517886,0.5480434,0.35255748,0.24818213,0.38292765617370605,8.000000000000001e-06
51,0.030162844834494575,0.6713396527550437,0.5440857,0.35560095,0.24807952,0.3825887143611908,8.000000000000001e-06
52,0.032795902626649366,0.6623245834401159,0.5444817,0.3560101,0.2410209,0.3805042505264282,8.000000000000001e-06
53,0.027673749174339478,0.6726907043143956,0.54758805,0.3584048,0.24529634,0.38376307487487793,4.000000000000001e-06
54,0.025650382112864044,0.6555702070696185,0.5376132,0.35227653,0.24270274,0.3775308132171631,4.000000000000001e-06
55,0.02382160432384532,0.6447823879995731,0.5301157,0.3495819,0.24002363,0.3732404410839081,4.000000000000001e-06
56,0.022448775802485447,0.6612843887673484,0.5356554,0.35606366,0.24537686,0.3790319859981537,4.000000000000001e-06
57,0.021974730807158185,0.6485394575078078,0.5351374,0.34781098,0.24185313,0.3749338388442993,4.000000000000001e-06
58,0.0212725428575374,0.645423480055549,0.5291767,0.34926844,0.24140073,0.37328195571899414,4.000000000000001e-06
59,0.02145245053630706,0.6640582903467044,0.5433707,0.35579443,0.24345632,0.38087382912635803,4.000000000000001e-06
60,0.020888696749115362,0.642469665618858,0.5341967,0.3458408,0.23931924,0.37311890721321106,4.000000000000001e-06
61,0.01954323567623438,0.6564261037291903,0.5363533,0.35463604,0.2421092,0.37769949436187744,4.000000000000001e-06
62,0.019172872101417802,0.655475559108185,0.5400169,0.35085803,0.24272522,0.3778667151927948,4.000000000000001e-06
63,0.019382176376952776,0.6467691977517773,0.5305765,0.35124525,0.24033874,0.3740534782409668,2.0000000000000003e-06
64,0.018337610548123065,0.6439077670526023,0.5314844,0.3481988,0.2402182,0.3733004629611969,2.0000000000000003e-06
65,0.017441919809062827,0.6369668310037767,0.52715176,0.34699392,0.23768881,0.3706115186214447,2.0000000000000003e-06
66,0.016895177261838205,0.6459108133508702,0.5345394,0.3485998,0.23993807,0.3743591010570526,2.0000000000000003e-06
67,0.016750228398168206,0.6373592822840719,0.5308852,0.3445893,0.23809442,0.3711896240711212,2.0000000000000003e-06
68,0.016500221489178613,0.6345737635186224,0.529402,0.34590033,0.23556504,0.3702891170978546,2.0000000000000003e-06
69,0.015971652492854548,0.6398820911694054,0.5275729,0.34778523,0.23918337,0.37151384353637695,2.0000000000000003e-06
70,0.015875451462487828,0.6371595277027651,0.5266763,0.34674206,0.23839276,0.37060368061065674,1.0000000000000002e-06
71,0.015558506892823282,0.6390164663093258,0.5273274,0.3467624,0.23922053,0.371103435754776,1.0000000000000002e-06
72,0.015030343762673806,0.6361580235187454,0.52705324,0.34498444,0.23856801,0.3702019155025482,1.0000000000000002e-06
73,0.014856162529612126,0.6316537765240429,0.5246041,0.34322515,0.23782839,0.3685525357723236,1.0000000000000002e-06
74,0.01507933973039176,0.633161738665417,0.52720594,0.34454715,0.23674235,0.36949849128723145,1.0000000000000002e-06
75,0.014809735966596769,0.6425495564636557,0.5334132,0.3456411,0.23976125,0.37293851375579834,1.0000000000000002e-06
76,0.01470827211577272,0.6283147368166182,0.5235675,0.34247968,0.23607713,0.3673747479915619,1.0000000000000002e-06
77,0.01438575839277026,0.6382291863361994,0.53104097,0.3457396,0.23754399,0.371441513299942,1.0000000000000002e-06
78,0.014448235880672847,0.6336942888570555,0.527698,0.34432173,0.23697439,0.3696646988391876,1.0000000000000002e-06
79,0.014173924334462842,0.6358820809559389,0.5316902,0.34268206,0.23757419,0.3706488311290741,1.0000000000000002e-06
