epoch,train_loss,public_loss,pub_rmse_val,pub_rmse_aro,pub_rmse_dom,pub_rmse_mean,lr
41,0.556879984727195,1.343906986592996,0.78018594,0.591735,0.34488297,0.5722679495811462,1.6000000000000003e-05
42,0.5505761834562918,1.1966828866438433,0.8009178,0.4984949,0.33443555,0.5446161031723022,1.6000000000000003e-05
43,0.5382576327566031,1.2967249552408855,0.7942438,0.5213257,0.37312996,0.5628998279571533,1.6000000000000003e-05
44,0.5131779506235096,1.1991822563036523,0.7558242,0.50833166,0.35259515,0.5389170050621033,1.6000000000000003e-05
45,0.5068884608355496,1.2003304958343506,0.75585306,0.5111894,0.35124543,0.539429247379303,1.6000000000000003e-05
46,0.4968413435059307,1.1891432103484567,0.78968626,0.5133876,0.3223475,0.5418071150779724,1.6000000000000003e-05
47,0.48297991646698063,1.0960594734760245,0.7266747,0.48574397,0.32695818,0.5131255984306335,1.6000000000000003e-05
48,0.4695673126974294,1.1271367356030628,0.7608299,0.48035657,0.33233857,0.5245083570480347,1.6000000000000003e-05
49,0.4523469859101036,1.1958031949370798,0.7324671,0.53921634,0.33599067,0.5358913540840149,1.6000000000000003e-05
50,0.4459730515148811,1.06759402396703,0.73478645,0.47293296,0.31593567,0.5078850388526917,1.6000000000000003e-05
51,0.4339729922236441,1.1126333712929426,0.8135241,0.43170124,0.3299338,0.525053083896637,1.6000000000000003e-05
52,0.4286177220146142,1.1732299406119067,0.7593868,0.48424432,0.35689798,0.5335096716880798,1.6000000000000003e-05
53,0.42130505660357026,1.1687842956697099,0.78392965,0.49259257,0.3322654,0.5362625122070312,1.6000000000000003e-05
54,0.40600436171372284,1.1838141339595871,0.7384939,0.51444846,0.34813723,0.5336931943893433,1.6000000000000003e-05
55,0.40073877804201985,1.0767816877124285,0.6943992,0.49541062,0.32517976,0.5049965381622314,8.000000000000001e-06
56,0.33135009328972637,0.9889713266883233,0.70034134,0.44965905,0.30624738,0.48541590571403503,8.000000000000001e-06
57,0.31147195651013354,0.9892682580634801,0.69020814,0.461773,0.30282408,0.48493504524230957,8.000000000000001e-06
58,0.297686973048114,0.9632495716966764,0.7332202,0.4223111,0.29411596,0.48321571946144104,8.000000000000001e-06
59,0.29385693249396444,0.9934650834160622,0.682677,0.46294314,0.3082016,0.4846072196960449,8.000000000000001e-06
60,0.29011207938782757,0.9951945838302073,0.684299,0.4566112,0.31404006,0.4849834144115448,8.000000000000001e-06
61,0.284827081436667,0.9119325229013809,0.6851349,0.4251625,0.28555736,0.46528494358062744,8.000000000000001e-06
62,0.27354169669541384,0.9432974523968167,0.692245,0.4342353,0.29482383,0.47376808524131775,8.000000000000001e-06
63,0.272263209326311,0.9572789217486526,0.69993126,0.4348638,0.29862532,0.47780680656433105,8.000000000000001e-06
64,0.26833766882737364,0.9269347660469286,0.6601272,0.44345555,0.29419258,0.46592509746551514,8.000000000000001e-06
65,0.26208677193299673,0.8661373281719709,0.6450927,0.41740707,0.28373197,0.44874390959739685,8.000000000000001e-06
66,0.26342640611197277,0.9795749626978479,0.72461647,0.43930575,0.2957568,0.48655965924263,8.000000000000001e-06
67,0.250600867645949,0.8767848062996912,0.6470423,0.423146,0.28528354,0.4518239498138428,8.000000000000001e-06
68,0.2475855526828295,0.9177621985324705,0.66569954,0.43201524,0.29382524,0.46384668350219727,8.000000000000001e-06
69,0.24687346175039773,0.9387311965528161,0.6383974,0.45999715,0.2986679,0.46568748354911804,8.000000000000001e-06
70,0.24679413147806617,0.9623945126629839,0.6755884,0.4475127,0.30595914,0.47635340690612793,4.000000000000001e-06
71,0.2183563894735405,0.8836557838049802,0.6439358,0.42665556,0.28896555,0.45318564772605896,4.000000000000001e-06
72,0.20773109409049131,0.9239106280635102,0.6825547,0.4223154,0.29780802,0.4675593674182892,4.000000000000001e-06
73,0.20369507331395856,0.8818786162318606,0.65158015,0.4215495,0.28779012,0.4536398947238922,4.000000000000001e-06
74,0.20128309585900164,0.8852351783501982,0.6343808,0.43183294,0.29096627,0.4523933231830597,4.000000000000001e-06
75,0.20205627069696888,0.8364181256655491,0.64340305,0.40356836,0.27596936,0.44098028540611267,4.000000000000001e-06
76,0.19526618970255927,0.9005720928461864,0.67049456,0.4192586,0.29201692,0.46059003472328186,4.000000000000001e-06
77,0.19454870595792453,0.8564233819041589,0.63522774,0.4196511,0.2805477,0.4451421797275543,4.000000000000001e-06
78,0.19091763370506182,0.8412343826558855,0.6505241,0.4024697,0.2759929,0.442995548248291,4.000000000000001e-06
79,0.18645050726589263,0.8711215263665325,0.6345769,0.42761812,0.28368437,0.44862648844718933,4.000000000000001e-06
